id,deck,question,answer,tags,created_at
292,"默认牌组","熟地","补血滋阴、益精填髓","","2026-02-27T07:48:39.468Z"
293,"默认牌组","白芍","养血调经、敛阴止汗、柔肝止痛、平抑肝阳","","2026-02-27T07:48:39.468Z"
294,"默认牌组","阿胶","补血滋阴、润燥止血","","2026-02-27T07:48:39.468Z"
295,"默认牌组","补阴药","南沙参、百合、麦冬、石斛、玉竹、黄精、枸杞子、墨旱莲、女贞子、龟甲、鳖甲","","2026-02-27T07:48:39.468Z"
296,"默认牌组","南沙参","养阴清肺、益胃生津、化痰益气","","2026-02-27T07:48:39.468Z"
297,"默认牌组","百合","养阴润肺、清心安神","","2026-02-27T07:48:39.468Z"
298,"默认牌组","麦冬","养阴润肺、益胃生津、清心除烦","","2026-02-27T07:48:39.468Z"
299,"默认牌组","石斛","益胃生津、滋阴清热","","2026-02-27T07:48:39.468Z"
300,"默认牌组","玉竹","养阴润燥、生津止渴","","2026-02-27T07:48:39.468Z"
301,"默认牌组","黄精","补气养阴、生津润肺、益肾","","2026-02-27T07:48:39.468Z"
302,"默认牌组","枸杞子","滋补肝肾、益精明目","","2026-02-27T07:48:39.468Z"
303,"默认牌组","墨旱莲","滋补肝肾、凉血止血","","2026-02-27T07:48:39.468Z"
304,"默认牌组","女贞子","滋补肝肾、明目乌发","","2026-02-27T07:48:39.468Z"
305,"默认牌组","龟甲","滋阴潜阳、益肾强骨、养血补心、固经止崩","","2026-02-27T07:48:39.468Z"
306,"默认牌组","鳖甲","滋阴潜阳、退热除蒸、软坚散结","","2026-02-27T07:48:39.468Z"
307,"默认牌组","固表止汗药","麻黄根","","2026-02-27T07:48:39.468Z"
308,"默认牌组","麻黄根","固表止汗","","2026-02-27T07:48:39.468Z"
309,"默认牌组","敛肺涩肠药","五味子、乌梅、诃子、肉豆蔻","","2026-02-27T07:48:39.468Z"
310,"默认牌组","五味子","收敛固涩、益气生津、补肾宁心","","2026-02-27T07:48:39.468Z"
311,"默认牌组","乌梅","敛肺涩肠、生津安蛔","","2026-02-27T07:48:39.468Z"
312,"默认牌组","诃子","涩肠止泻、敛肺止咳、降火利咽","","2026-02-27T07:48:39.468Z"
313,"默认牌组","肉豆蔻","温中行气、涩肠止泻","","2026-02-27T07:48:39.468Z"
314,"默认牌组","固精缩尿止带药","山茱萸、桑螵蛸、海螵蛸、莲子、芡实","","2026-02-27T07:48:39.468Z"
315,"默认牌组","山茱萸","补益肝肾、收涩固脱","","2026-02-27T07:48:39.468Z"
316,"默认牌组","桑螵蛸","固精缩尿、平补助阳","","2026-02-27T07:48:39.468Z"
317,"默认牌组","海螵蛸","收敛止血、涩精止带，制酸止痛、收湿敛疮","","2026-02-27T07:48:39.468Z"
318,"默认牌组","莲子","补脾止泻、止带、益肾涩精、养心安神","","2026-02-27T07:48:39.468Z"
319,"默认牌组","芡实","益肾固精、补脾止泻、除湿止带","","2026-02-27T07:48:39.468Z"
320,"默认牌组","发散风寒药","麻黄、桂枝、紫苏叶、生姜、香薷、荆芥、防风、羌活、白芷、细辛、藁本","","2026-02-27T07:50:18.458Z"
321,"默认牌组","麻黄","发汗解表、宣肺平喘、利水消肿","","2026-02-27T07:50:18.458Z"
322,"默认牌组","桂枝","发汗解肌、温通经脉、助阳化气、平冲降逆","","2026-02-27T07:50:18.458Z"
323,"默认牌组","紫苏叶","解表散寒、行气和胃、安胎","","2026-02-27T07:50:18.458Z"
324,"默认牌组","生姜","解表散寒、温中止呕、化痰止咳、解鱼蟹毒","","2026-02-27T07:50:18.458Z"
325,"默认牌组","香薷","发汗解表、化湿和中、利水消肿","","2026-02-27T07:50:18.458Z"
326,"默认牌组","荆芥","解表散风、透疹消疮","","2026-02-27T07:50:18.458Z"
327,"默认牌组","防风","祛风解表、胜湿止痛、止痉","","2026-02-27T07:50:18.458Z"
328,"默认牌组","羌活","解表散寒、祛风除湿、止痛","","2026-02-27T07:50:18.458Z"
329,"默认牌组","白芷","解表散寒、祛风止痛、宣通鼻窍、燥湿止带、消肿排脓","","2026-02-27T07:50:18.458Z"
330,"默认牌组","细辛","解表散寒、祛风止痛、通窍、温肺化饮","","2026-02-27T07:50:18.458Z"
331,"默认牌组","藁本","祛风散寒、除湿止痛","","2026-02-27T07:50:18.458Z"
332,"默认牌组","发散风热药","薄荷、牛蒡子、蝉蜕、桑叶、菊花、柴胡、升麻、葛根","","2026-02-27T07:50:18.458Z"
333,"默认牌组","薄荷","疏散风热、清利头目、利咽透疹、疏肝行气","","2026-02-27T07:50:18.458Z"
334,"默认牌组","牛蒡子","疏散风热、宣肺透疹、解毒利咽","","2026-02-27T07:50:18.458Z"
335,"默认牌组","蝉蜕","疏散风热、利咽开音、透疹、明目退翳、解痉","","2026-02-27T07:50:18.458Z"
336,"默认牌组","桑叶","疏散风热、平抑肝阳、清肝明目、清肺润燥","","2026-02-27T07:50:18.458Z"
337,"默认牌组","菊花","疏散风热、平抑肝阳、清肝明目、清热解毒","","2026-02-27T07:50:18.458Z"
338,"默认牌组","柴胡","疏散退热、疏肝解郁、升举阳气","","2026-02-27T07:50:18.458Z"
339,"默认牌组","升麻","发表透疹、清热解毒、升举阳气","","2026-02-27T07:50:18.458Z"
340,"默认牌组","葛根","解肌退热、生津止渴、透疹、升阳止泻、通经活络、解酒毒","","2026-02-27T07:50:18.458Z"
341,"默认牌组","清热泻火药","石膏、知母、芦根、天花粉、栀子、夏枯草、决明子","","2026-02-27T07:50:18.458Z"
342,"默认牌组","石膏","清热泻火、除烦止渴、收湿生肌、敛疮止血","","2026-02-27T07:50:18.458Z"
343,"默认牌组","知母","清热泻火、滋阴润燥","","2026-02-27T07:50:18.458Z"
344,"默认牌组","芦根","清热泻火、生津止渴、除烦止呕、利尿","","2026-02-27T07:50:18.458Z"
345,"默认牌组","天花粉","清热泻火、生津止渴、消肿排脓","","2026-02-27T07:50:18.458Z"
346,"默认牌组","栀子","泻火除烦、清热利湿、凉血解毒、外用消肿止痛","","2026-02-27T07:50:18.458Z"
347,"默认牌组","夏枯草","清肝泻火、明目、散结消肿","","2026-02-27T07:50:18.458Z"
348,"默认牌组","决明子","清肝明目、润肠通便","","2026-02-27T07:50:18.458Z"
349,"默认牌组","清热燥湿药","黄芩、黄连、黄柏、龙胆、白鲜皮","","2026-02-27T07:50:18.458Z"
350,"默认牌组","黄芩","清热燥湿、泻火解毒、止血安胎","","2026-02-27T07:50:18.458Z"
351,"默认牌组","黄连","清热燥湿、泻火解毒","","2026-02-27T07:50:18.458Z"
352,"默认牌组","黄柏","清热燥湿、泻火解毒、除骨蒸","","2026-02-27T07:50:18.458Z"
353,"默认牌组","龙胆","清热燥湿、泻肝胆火","","2026-02-27T07:50:18.458Z"
354,"默认牌组","白鲜皮","清热燥湿、祛风解毒","","2026-02-27T07:50:18.458Z"
355,"默认牌组","清热解毒药","金银花、连翘、大青叶、板蓝根、青黛、贯众、蒲公英、紫花地丁、重楼、土茯苓、鱼腥草、大血藤、败酱草、射干、白头翁、马齿苋、鸦胆子","","2026-02-27T07:50:18.458Z"
356,"默认牌组","金银花","清热解毒、疏散风热","","2026-02-27T07:50:18.458Z"
357,"默认牌组","连翘","清热解毒、消肿散结、疏散风热","","2026-02-27T07:50:18.458Z"
358,"默认牌组","大青叶","清热解毒、凉血消斑","","2026-02-27T07:50:18.458Z"
359,"默认牌组","板蓝根","清热解毒、凉血利咽","","2026-02-27T07:50:18.458Z"
360,"默认牌组","青黛","清热解毒、凉血消斑、泻火定惊","","2026-02-27T07:50:18.458Z"
361,"默认牌组","贯众","清热解毒、止血杀虫","","2026-02-27T07:50:18.458Z"
362,"默认牌组","蒲公英","清热解毒、消肿散结、利湿通淋","","2026-02-27T07:50:18.458Z"
363,"默认牌组","紫花地丁","清热解毒、凉血消肿","","2026-02-27T07:50:18.458Z"
364,"默认牌组","重楼","清热解毒、消肿止痛、凉肝定惊","","2026-02-27T07:50:18.458Z"
365,"默认牌组","土茯苓","解毒除湿、通利关节","","2026-02-27T07:50:18.458Z"
366,"默认牌组","鱼腥草","清热解毒、消痈排脓、利尿通淋","","2026-02-27T07:50:18.458Z"
367,"默认牌组","大血藤","清热解毒、凉血、祛风止痛","","2026-02-27T07:50:18.458Z"
368,"默认牌组","败酱草","清热解毒、消痈排脓、祛瘀止痛","","2026-02-27T07:50:18.458Z"
369,"默认牌组","射干","清热解毒、消痰利咽","","2026-02-27T07:50:18.458Z"
370,"默认牌组","白头翁","清热解毒、凉血止痢","","2026-02-27T07:50:18.458Z"
371,"默认牌组","马齿苋","清热解毒、凉血止血、止痢","","2026-02-27T07:50:18.458Z"
372,"默认牌组","鸦胆子","清热解毒、截疟止痢、外用腐蚀赘疣","","2026-02-27T07:50:18.458Z"
373,"默认牌组","清热凉血药","生地黄、玄参、牡丹皮、赤芍","","2026-02-27T07:50:18.458Z"
374,"默认牌组","生地黄","清热凉血、养阴生津","","2026-02-27T07:50:18.458Z"
375,"默认牌组","玄参","清热凉血、滋阴降火、解毒散结","","2026-02-27T07:50:18.458Z"
376,"默认牌组","牡丹皮","清热凉血、活血化瘀","","2026-02-27T07:50:18.458Z"
377,"默认牌组","赤芍","清热凉血、散瘀止痛","","2026-02-27T07:50:18.458Z"
378,"默认牌组","清虚热药","青蒿、地骨皮、银柴胡、胡黄连","","2026-02-27T07:50:18.458Z"
379,"默认牌组","青蒿","清虚热、除骨蒸、解暑热、截疟退黄","","2026-02-27T07:50:18.458Z"
380,"默认牌组","地骨皮","凉血除蒸、清肺降火","","2026-02-27T07:50:18.458Z"
381,"默认牌组","银柴胡","清虚热、除疳热","","2026-02-27T07:50:18.458Z"
382,"默认牌组","胡黄连","退虚热、除疳热、清湿热","","2026-02-27T07:50:18.458Z"
383,"默认牌组","攻下药","大黄、芒硝、番泻叶","","2026-02-27T07:50:18.458Z"
384,"默认牌组","大黄","泻下攻积、清热泻火、凉血解毒、逐瘀通经、利湿退黄","","2026-02-27T07:50:18.458Z"
385,"默认牌组","芒硝","泻下通便、润燥软坚、清火消肿","","2026-02-27T07:50:18.458Z"
386,"默认牌组","番泻叶","泻热行滞、通便利水","","2026-02-27T07:50:18.458Z"
387,"默认牌组","润下药","火麻仁、郁李仁","","2026-02-27T07:50:18.458Z"
388,"默认牌组","火麻仁","润肠通便","","2026-02-27T07:50:18.458Z"
389,"默认牌组","郁李仁","润肠通便、下气利水","","2026-02-27T07:50:18.458Z"
390,"默认牌组","峻下逐水药","甘遂、京大戟、芫花、巴豆霜","","2026-02-27T07:50:18.458Z"
391,"默认牌组","甘遂","泻水逐饮、消肿散结","","2026-02-27T07:50:18.458Z"
392,"默认牌组","京大戟","泻水逐饮、消肿散结","","2026-02-27T07:50:18.458Z"
393,"默认牌组","芫花","泻水逐饮、外用杀虫疗疮","","2026-02-27T07:50:18.458Z"
394,"默认牌组","巴豆霜","峻下冷积、逐水退肿、豁痰利咽、外用蚀疮","","2026-02-27T07:50:18.458Z"
395,"默认牌组","祛风寒湿药","独活、威灵仙、川乌、蕲蛇、木瓜、蚕沙、伸筋草","","2026-02-27T07:50:18.458Z"
396,"默认牌组","独活","祛风除湿、通痹止痛、解表","","2026-02-27T07:50:18.458Z"
397,"默认牌组","威灵仙","祛风湿、通经络、止痛、消骨鲠","","2026-02-27T07:50:18.458Z"
398,"默认牌组","川乌","祛风除湿、温经止痛","","2026-02-27T07:50:18.458Z"
399,"默认牌组","蕲蛇","祛风通络、止痉","","2026-02-27T07:50:18.458Z"
400,"默认牌组","木瓜","舒筋活络、和胃化湿","","2026-02-27T07:50:18.458Z"
401,"默认牌组","蚕沙","祛风湿、和胃化湿","","2026-02-27T07:50:18.458Z"
402,"默认牌组","伸筋草","祛风除湿、舒筋活络","","2026-02-27T07:50:18.458Z"
403,"默认牌组","祛风湿热药","秦艽、防己","","2026-02-27T07:50:18.458Z"
404,"默认牌组","秦艽","祛风湿、清湿热、止痹痛、退虚热","","2026-02-27T07:50:18.458Z"
405,"默认牌组","防己","祛风止痛、利水消肿","","2026-02-27T07:50:18.458Z"
406,"默认牌组","祛风湿强筋骨药","五加皮、桑寄生、狗脊","","2026-02-27T07:50:18.458Z"
407,"默认牌组","五加皮","祛风除湿、补益肝肾、强筋壮骨、利水消肿","","2026-02-27T07:50:18.458Z"
408,"默认牌组","桑寄生","祛风湿、补肝肾、强筋骨、安胎元","","2026-02-27T07:50:18.458Z"
409,"默认牌组","狗脊","祛风湿、补肝肾、强腰膝","","2026-02-27T07:50:18.458Z"
410,"默认牌组","化湿药","广藿香、佩兰、苍术、厚朴、砂仁、豆蔻","","2026-02-27T07:50:18.458Z"
411,"默认牌组","广藿香","芳香化湿、和中止呕、发表解暑","","2026-02-27T07:50:18.458Z"
412,"默认牌组","佩兰","芳香化湿、醒脾开胃、发表解暑","","2026-02-27T07:50:18.458Z"
413,"默认牌组","苍术","燥湿健脾、祛风散寒、明目","","2026-02-27T07:50:18.458Z"
414,"默认牌组","厚朴","燥湿消痰、下气除满","","2026-02-27T07:50:18.458Z"
415,"默认牌组","砂仁","化湿开胃、温脾止泻、理气安胎","","2026-02-27T07:50:18.458Z"
416,"默认牌组","豆蔻","化湿行气、温中止呕、开胃消食","","2026-02-27T07:50:18.458Z"
417,"默认牌组","利水消肿药","茯苓、薏苡仁、泽泻、冬瓜皮","","2026-02-27T07:50:18.458Z"
418,"默认牌组","茯苓","利水渗湿、健脾宁心","","2026-02-27T07:50:18.458Z"
419,"默认牌组","薏苡仁","利水渗湿、健脾止泻、除痹排脓、解毒散结","","2026-02-27T07:50:18.458Z"
420,"默认牌组","泽泻","利水渗湿、泻热、化浊降脂","","2026-02-27T07:50:18.458Z"
421,"默认牌组","冬瓜皮","利尿消肿、清热解暑","","2026-02-27T07:50:18.458Z"
422,"默认牌组","利尿通淋药","车前子、滑石、木通、通草、海金沙、石韦、萆薢","","2026-02-27T07:50:18.458Z"
423,"默认牌组","车前子","清热利尿通淋、渗湿止泻、明目祛痰","","2026-02-27T07:50:18.458Z"
424,"默认牌组","滑石","利尿通淋、清热解暑、外用祛湿敛疮","","2026-02-27T07:50:18.458Z"
425,"默认牌组","木通","利尿通淋、清心除烦、通经下乳","","2026-02-27T07:50:18.458Z"
426,"默认牌组","通草","清热利尿、通气下乳","","2026-02-27T07:50:18.458Z"
427,"默认牌组","海金沙","清热利湿、通淋止痛","","2026-02-27T07:50:18.458Z"
428,"默认牌组","石韦","利尿通淋、清肺止咳、凉血止血","","2026-02-27T07:50:18.458Z"
429,"默认牌组","萆薢","利湿去浊、祛风除痹","","2026-02-27T07:50:18.458Z"
430,"默认牌组","利湿退黄药","茵陈、金钱草、虎杖","","2026-02-27T07:50:18.458Z"
431,"默认牌组","茵陈","清热利湿、利胆退黄","","2026-02-27T07:50:18.458Z"
432,"默认牌组","金钱草","利湿退黄、利尿通淋、解毒消肿","","2026-02-27T07:50:18.458Z"
433,"默认牌组","虎杖","利湿退黄、清热解毒、散瘀止痛、止咳化痰","","2026-02-27T07:50:18.458Z"
434,"默认牌组","温里药","附子、干姜、肉桂、吴茱萸、小茴香、丁香、花椒","","2026-02-27T07:50:18.458Z"
435,"默认牌组","附子","回阳救逆、补火助阳、散寒止痛","","2026-02-27T07:50:18.458Z"
436,"默认牌组","干姜","温中散寒、回阳通脉、温肺化饮","","2026-02-27T07:50:18.458Z"
437,"默认牌组","肉桂","补火助阳、散寒止痛、温通经脉、引火归元","","2026-02-27T07:50:18.458Z"
438,"默认牌组","吴茱萸","散寒止痛、降逆止呕、助阳止泻","","2026-02-27T07:50:18.458Z"
439,"默认牌组","小茴香","散寒止痛、理气和胃","","2026-02-27T07:50:18.458Z"
440,"默认牌组","丁香","温中降逆、补肾助阳","","2026-02-27T07:50:18.458Z"
441,"默认牌组","花椒","温中止痛、杀虫止痒","","2026-02-27T07:50:18.458Z"
442,"默认牌组","理气药","陈皮、青皮、枳实、木香、沉香、川楝子、乌药、香附、薤白、柿蒂","","2026-02-27T07:50:18.458Z"
443,"默认牌组","陈皮","理气健脾、燥湿化痰","","2026-02-27T07:50:18.458Z"
444,"默认牌组","青皮","疏肝破气、消积化滞","","2026-02-27T07:50:18.458Z"
445,"默认牌组","枳实","破气消积、化痰散痞","","2026-02-27T07:50:18.458Z"
446,"默认牌组","木香","行气止痛、健脾消食","","2026-02-27T07:50:18.458Z"
447,"默认牌组","沉香","行气止痛、温中止呕、纳气平喘","","2026-02-27T07:50:18.458Z"
448,"默认牌组","川楝子","行气止痛、疏肝泻热、杀虫","","2026-02-27T07:50:18.458Z"
449,"默认牌组","乌药","行气止痛、温肾散寒","","2026-02-27T07:50:18.458Z"
450,"默认牌组","香附","疏肝解郁、理气宽中、调经止痛","","2026-02-27T07:50:18.458Z"
451,"默认牌组","薤白","通阳散结、行气导滞","","2026-02-27T07:50:18.458Z"
452,"默认牌组","柿蒂","降气止呃","","2026-02-27T07:50:18.458Z"
453,"默认牌组","消食药","山楂、麦芽、莱菔子、鸡内金","","2026-02-27T07:50:18.458Z"
454,"默认牌组","山楂","消食健胃、行气散瘀、化浊降脂","","2026-02-27T07:50:18.458Z"
455,"默认牌组","麦芽","行气消食、健脾开胃、回乳消胀","","2026-02-27T07:50:18.458Z"
456,"默认牌组","莱菔子","消食除胀、降气化痰","","2026-02-27T07:50:18.458Z"
457,"默认牌组","鸡内金","健胃消食、涩精止遗、通淋化石","","2026-02-27T07:50:18.458Z"
458,"默认牌组","凉血止血药","大蓟、地榆、槐花、侧柏叶、白茅根、苎麻根","","2026-02-27T07:50:18.458Z"
459,"默认牌组","大蓟","凉血止血、散瘀解毒消痈","","2026-02-27T07:50:18.458Z"
460,"默认牌组","地榆","凉血止血、解毒敛疮","","2026-02-27T07:50:18.458Z"
461,"默认牌组","槐花","凉血止血、清肝泻火","","2026-02-27T07:50:18.458Z"
462,"默认牌组","侧柏叶","凉血止血、化痰止咳、生发乌发","","2026-02-27T07:50:18.458Z"
463,"默认牌组","白茅根","凉血止血、清热利尿","","2026-02-27T07:50:18.458Z"
464,"默认牌组","苎麻根","凉血止血、安胎、清热解毒","","2026-02-27T07:50:18.458Z"
465,"默认牌组","化瘀止血药","三七、茜草、蒲黄","","2026-02-27T07:50:18.458Z"
466,"默认牌组","三七","散瘀止血、消肿定痛","","2026-02-27T07:50:18.458Z"
467,"默认牌组","茜草","凉血去瘀、止血通经","","2026-02-27T07:50:18.458Z"
468,"默认牌组","蒲黄","止血化瘀、通淋","","2026-02-27T07:50:18.458Z"
469,"默认牌组","收敛止血药","白芨、仙鹤草、棕榈炭、血余炭","","2026-02-27T07:50:18.458Z"
470,"默认牌组","白芨","收敛止血、消肿生机","","2026-02-27T07:50:18.458Z"
471,"默认牌组","仙鹤草","收敛止血、截疟止痢、解毒补虚","","2026-02-27T07:50:18.458Z"
472,"默认牌组","棕榈炭","收敛止血","","2026-02-27T07:50:18.458Z"
473,"默认牌组","血余炭","收敛止血、化瘀利尿","","2026-02-27T07:50:18.458Z"
474,"默认牌组","温经止血药","艾叶、炮姜","","2026-02-27T07:50:18.458Z"
475,"默认牌组","艾叶","温经止血、散寒止痛、调经安胎、外用祛湿止痒","","2026-02-27T07:50:18.458Z"
476,"默认牌组","炮姜","温经止血、温中止痛","","2026-02-27T07:50:18.458Z"
477,"默认牌组","活血止痛药","川芎、延胡索、郁金、姜黄、没药、五灵脂","","2026-02-27T07:50:18.458Z"
478,"默认牌组","川芎","活血行气、祛风止痛","","2026-02-27T07:50:18.458Z"
479,"默认牌组","延胡索","活血行气、止痛","","2026-02-27T07:50:18.458Z"
480,"默认牌组","郁金","活血止痛、行气解郁、清心凉血、利胆退黄","","2026-02-27T07:50:18.458Z"
481,"默认牌组","姜黄","破血行气、通络止痛","","2026-02-27T07:50:18.458Z"
482,"默认牌组","没药","散瘀定痛、消肿生机","","2026-02-27T07:50:18.458Z"
483,"默认牌组","五灵脂","活血定痛、化瘀止血","","2026-02-27T07:50:18.458Z"
484,"默认牌组","活血调经药","丹参、红花、桃仁、益母草、牛膝、鸡血藤","","2026-02-27T07:50:18.458Z"
485,"默认牌组","丹参","活血祛瘀、温经止痛、清心除烦、凉血消痈","","2026-02-27T07:50:18.458Z"
486,"默认牌组","红花","活血通经、散瘀止痛","","2026-02-27T07:50:18.458Z"
487,"默认牌组","桃仁","活血祛瘀、润肠通便、止咳平喘","","2026-02-27T07:50:18.458Z"
488,"默认牌组","益母草","活血调经、利尿消肿、清热解毒","","2026-02-27T07:50:18.458Z"
489,"默认牌组","牛膝","逐瘀通经、补肝肾、强筋骨、利尿通淋、引血下行","","2026-02-27T07:50:18.458Z"
490,"默认牌组","鸡血藤","活血补血、调经止痛、疏经活络","","2026-02-27T07:50:18.458Z"
491,"默认牌组","活血疗伤药","土鳖虫、骨碎补","","2026-02-27T07:50:18.458Z"
492,"默认牌组","土鳖虫","破血逐瘀、续筋接骨","","2026-02-27T07:50:18.458Z"
493,"默认牌组","骨碎补","活血疗伤止痛、补肾强骨、外用祛湿消斑","","2026-02-27T07:50:18.458Z"
494,"默认牌组","破血消癥药","莪术、三棱、水蛭、虻虫","","2026-02-27T07:50:18.458Z"
495,"默认牌组","莪术","破血行气、消积止痛","","2026-02-27T07:50:18.458Z"
496,"默认牌组","三棱","破血行气、消积止痛","","2026-02-27T07:50:18.458Z"
497,"默认牌组","水蛭","破血通经、逐瘀消癥","","2026-02-27T07:50:18.458Z"
498,"默认牌组","虻虫","破血逐瘀、消癥散积","","2026-02-27T07:50:18.458Z"
499,"默认牌组","温化寒痰药","半夏、天南星、白附子、芥子、皂荚、旋覆花","","2026-02-27T07:50:18.458Z"
500,"默认牌组","半夏","燥湿化痰、降逆止呕、消痞散结","","2026-02-27T07:50:18.458Z"
501,"默认牌组","天南星","燥湿化痰、祛风止痉、散结消肿","","2026-02-27T07:50:18.458Z"
502,"默认牌组","白附子","祛风痰、定惊慉、止痛、解毒散结","","2026-02-27T07:50:18.458Z"
503,"默认牌组","芥子","温肺豁痰利气、散结通络止痛","","2026-02-27T07:50:18.458Z"
504,"默认牌组","皂荚","祛痰开窍、散结消肿","","2026-02-27T07:50:18.458Z"
505,"默认牌组","旋覆花","降气消痰、行水止呕","","2026-02-27T07:50:18.458Z"
506,"默认牌组","清化热痰药","川贝母、浙贝母、瓜蒌、竹茹、竹沥、天竺黄、前胡、桔梗、海藻、昆布","","2026-02-27T07:50:18.458Z"
507,"默认牌组","川贝母","清热润肺、化痰止咳、散结消痈","","2026-02-27T07:50:18.458Z"
508,"默认牌组","浙贝母","清热化痰止咳、解毒散结消痈","","2026-02-27T07:50:18.458Z"
509,"默认牌组","瓜蒌","清热涤痰、宽胸散结、润燥滑肠","","2026-02-27T07:50:18.458Z"
510,"默认牌组","竹茹","清热化痰、除烦止呕","","2026-02-27T07:50:18.458Z"
511,"默认牌组","竹沥","清热豁痰、定惊利窍","","2026-02-27T07:50:18.458Z"
512,"默认牌组","天竺黄","清热豁痰、清心定惊","","2026-02-27T07:50:18.458Z"
513,"默认牌组","前胡","降气化痰、散风清热","","2026-02-27T07:50:18.458Z"
514,"默认牌组","桔梗","宣肺祛痰、利咽排脓","","2026-02-27T07:50:18.458Z"
515,"默认牌组","海藻","消痰软坚散结、利水消肿","","2026-02-27T07:50:18.458Z"
516,"默认牌组","昆布","消痰软坚散结、利水消肿","","2026-02-27T07:50:18.458Z"
517,"默认牌组","止咳平喘药","苦杏仁、紫苏子、百部、紫菀、款冬花、枇杷叶、桑白皮、葶苈子、白果","","2026-02-27T07:50:18.458Z"
518,"默认牌组","苦杏仁","止咳平喘、润肠通便","","2026-02-27T07:50:18.458Z"
519,"默认牌组","紫苏子","降气化痰、止咳平喘、润肠通便","","2026-02-27T07:50:18.458Z"
520,"默认牌组","百部","润肺下气止咳、杀虫灭虱","","2026-02-27T07:50:18.458Z"
521,"默认牌组","紫菀","润肺下气、化痰止咳","","2026-02-27T07:50:18.458Z"
522,"默认牌组","款冬花","润肺下气、化痰止咳","","2026-02-27T07:50:18.458Z"
523,"默认牌组","枇杷叶","清肺止咳、降逆止呕","","2026-02-27T07:50:18.458Z"
524,"默认牌组","桑白皮","泻肺平喘、利水消肿","","2026-02-27T07:50:18.458Z"
525,"默认牌组","葶苈子","泻肺平喘、行水消肿","","2026-02-27T07:50:18.458Z"
526,"默认牌组","白果","敛肺定喘、止带缩尿","","2026-02-27T07:50:18.458Z"
527,"默认牌组","重镇安神药","磁石、龙骨","","2026-02-27T07:50:18.458Z"
528,"默认牌组","磁石","镇惊安神、平肝潜阳、聪耳明目、纳气平喘","","2026-02-27T07:50:18.458Z"
529,"默认牌组","龙骨","镇惊安神、平肝潜阳、收敛固涩","","2026-02-27T07:50:18.458Z"
530,"默认牌组","养心安神药","酸枣仁、柏子仁、远志","","2026-02-27T07:50:18.458Z"
531,"默认牌组","酸枣仁","养心补肝、宁心安神、敛汗生津","","2026-02-27T07:50:18.458Z"
532,"默认牌组","柏子仁","养心安神、润肠通便、止汗","","2026-02-27T07:50:18.458Z"
533,"默认牌组","远志","安神益智、交通心肾、祛痰消肿","","2026-02-27T07:50:18.458Z"
534,"默认牌组","平抑肝阳药","石决明、珍珠母、牡蛎、代赭石、刺蒺藜","","2026-02-27T07:50:18.458Z"
535,"默认牌组","石决明","平肝潜阳、清肝明目","","2026-02-27T07:50:18.458Z"
536,"默认牌组","珍珠母","平肝潜阳、安神定惊、明目退翳","","2026-02-27T07:50:18.458Z"
537,"默认牌组","牡蛎","潜阳补阴、重镇安神、软坚散结、收敛固涩、制酸止痛","","2026-02-27T07:50:18.458Z"
538,"默认牌组","代赭石","平肝潜阳、重镇降逆、凉血止血","","2026-02-27T07:50:18.458Z"
539,"默认牌组","刺蒺藜","平肝解郁、活血祛风、明目止痒","","2026-02-27T07:50:18.458Z"
540,"默认牌组","息风止痉药","羚羊角、牛黄、钩藤、天麻、地龙、全蝎、蜈蚣","","2026-02-27T07:50:18.458Z"
541,"默认牌组","羚羊角","平肝息风、清肝明目、清热解毒","","2026-02-27T07:50:18.458Z"
542,"默认牌组","牛黄","凉肝息风、清心豁痰、开窍醒神、清热解毒","","2026-02-27T07:50:18.458Z"
543,"默认牌组","钩藤","息风定惊、清热平肝","","2026-02-27T07:50:18.458Z"
544,"默认牌组","天麻","息风止痉、平抑肝阳、祛风通络","","2026-02-27T07:50:18.458Z"
545,"默认牌组","地龙","清热定惊、通络平喘、利尿","","2026-02-27T07:50:18.458Z"
546,"默认牌组","全蝎","息风镇痉、通络止痛、攻毒散结","","2026-02-27T07:50:18.458Z"
547,"默认牌组","蜈蚣","息风镇痉、通络止痛、攻毒散结","","2026-02-27T07:50:18.458Z"
548,"默认牌组","开窍药","麝香、冰片、苏合香、石菖蒲","","2026-02-27T07:50:18.458Z"
549,"默认牌组","麝香","开窍醒神、活血通经、消肿止痛","","2026-02-27T07:50:18.458Z"
550,"默认牌组","冰片","开窍醒神、清热止痛","","2026-02-27T07:50:18.458Z"
551,"默认牌组","苏合香","开窍醒神、辟秽止痛","","2026-02-27T07:50:18.458Z"
552,"默认牌组","石菖蒲","开窍豁痰、醒神益智、化湿和胃","","2026-02-27T07:50:18.458Z"
553,"默认牌组","补气药","人参、西洋参、党参、太子参、黄芪、白术、山药、甘草","","2026-02-27T07:50:18.458Z"
554,"默认牌组","人参","大补元气、复脉固脱、补脾益肺、生津养血、安神益智","","2026-02-27T07:50:18.458Z"
555,"默认牌组","西洋参","补气养阴、清热生津","","2026-02-27T07:50:18.458Z"
556,"默认牌组","党参","健脾益肺、养血生津","","2026-02-27T07:50:18.458Z"
557,"默认牌组","太子参","益气健脾、生津润肺","","2026-02-27T07:50:18.458Z"
558,"默认牌组","黄芪","补气升阳、固表止汗、利水消肿、生津养血、行滞通痹、托毒排脓、敛疮生肌","","2026-02-27T07:50:18.458Z"
